index	chrom	start	end	strand	contains_unk	Adipose|ATAC|None	Adipose|E10|None	Adipose|E11|None	Adipose|E12|None	Adipose|E13|None	Adipose|E14|None	Adipose|E15|None	Adipose|E1|None	Adipose|E2|None	Adipose|E3|None
6011	chr9	117166985	117166986	.	False	1.36e-02	5.76e-02	3.86e-03	9.51e-04	2.97e-02	1.37e-01	6.89e-01	9.88e-04	4.84e-03	1.81e-03
6012	chr9	116388040	116388041	.	False	9.68e-02	3.16e-02	6.84e-02	1.57e-03	6.51e-02	1.92e-01	5.55e-01	4.33e-04	7.08e-04	2.84e-03
6013	chr1	236970169	236970170	.	False	3.62e-02	6.29e-02	2.50e-02	5.99e-04	2.56e-02	1.51e-01	7.48e-01	4.27e-04	2.37e-03	6.24e-04
6014	chr1	198985533	198985534	.	False	2.29e-03	6.72e-02	9.93e-04	7.02e-04	1.55e-02	4.74e-02	7.28e-01	5.60e-04	3.26e-02	4.62e-04
6015	chr9	130026162	130026163	.	False	1.07e-02	6.07e-02	3.97e-03	1.06e-03	4.16e-02	2.01e-01	6.18e-01	3.84e-04	1.78e-03	5.07e-04
6016	chr1	254424729	254424730	.	False	2.37e-04	9.83e-04	8.22e-05	6.62e-05	3.10e-03	7.19e-02	9.44e-01	1.42e-04	8.18e-04	1.42e-05
6017	chr1	253252139	253252140	.	False	4.35e-03	8.99e-02	1.80e-03	4.77e-04	1.12e-02	6.07e-02	7.84e-01	5.10e-04	5.17e-03	7.22e-04
6018	chr1	135674562	135674563	.	False	2.89e-03	6.69e-02	1.71e-03	3.83e-04	2.09e-02	9.34e-02	7.39e-01	2.34e-04	2.05e-03	5.61e-04
6019	chr9	67023861	67023862	.	False	7.06e-01	8.43e-02	1.86e-02	1.32e-02	2.07e-02	1.97e-02	4.24e-02	5.08e-02	2.14e-02	2.59e-01
6020	chr1	73187915	73187916	.	False	1.61e-01	8.68e-02	3.06e-01	2.47e-03	1.08e-01	1.80e-01	2.21e-01	1.19e-03	3.27e-03	1.02e-03
6021	chr1	244708086	244708087	.	False	2.08e-03	3.56e-02	4.94e-04	1.27e-04	6.75e-03	4.92e-02	9.08e-01	1.71e-04	1.53e-03	1.22e-04
6022	chr1	254841210	254841211	.	False	5.00e-01	2.90e-03	2.65e-01	3.17e-02	2.71e-01	6.89e-03	8.74e-03	9.69e-04	3.83e-04	2.97e-02
6023	chr9	117479179	117479180	.	False	1.43e-01	3.49e-02	5.60e-02	8.34e-04	6.22e-02	2.12e-01	5.79e-01	3.22e-04	7.94e-04	1.49e-03
6024	chr9	9752904	9752905	.	False	2.22e-01	1.29e-03	4.61e-01	3.17e-02	1.73e-01	2.64e-03	3.92e-03	2.98e-03	4.37e-04	3.49e-02
6025	chr9	121622783	121622784	.	False	4.19e-02	9.09e-02	6.46e-03	5.86e-05	1.66e-03	3.20e-02	8.60e-01	9.40e-05	4.69e-04	2.27e-04
6026	chr1	228549107	228549108	.	False	1.17e-01	8.55e-02	4.08e-02	4.66e-04	1.87e-02	1.58e-01	6.52e-01	9.25e-04	8.10e-04	2.44e-03
6027	chr1	196466811	196466812	.	False	3.25e-02	2.77e-02	2.46e-02	3.45e-04	5.68e-02	2.15e-01	6.01e-01	3.21e-04	5.26e-04	4.23e-04
6028	chr9	116265894	116265895	.	False	8.86e-03	8.80e-02	2.70e-03	1.11e-04	6.73e-03	5.79e-02	8.16e-01	1.34e-04	3.02e-03	1.97e-04
6029	chr17	20426	20427	.	False	1.09e-02	7.22e-02	8.49e-03	2.80e-04	7.08e-03	7.12e-02	7.55e-01	6.42e-04	5.05e-03	7.05e-04
6030	chr1	256081053	256081054	.	False	6.19e-01	1.09e-02	3.75e-01	1.14e-02	2.06e-01	4.61e-02	7.65e-02	1.07e-03	6.20e-04	2.40e-02
6031	chr1	251038905	251038906	.	False	1.16e-03	1.17e-02	5.70e-04	2.33e-04	8.11e-03	7.10e-02	8.65e-01	1.40e-04	2.60e-03	1.39e-04
6032	chr1	239469069	239469070	.	False	3.56e-01	1.61e-02	6.50e-01	1.59e-03	7.73e-02	5.50e-02	1.20e-01	1.03e-03	4.54e-04	8.32e-03
6033	chr1	258114467	258114468	.	False	1.05e-02	3.05e-02	5.13e-03	4.37e-04	2.45e-02	1.59e-01	8.04e-01	2.88e-04	1.01e-03	1.58e-04
6034	chr1	245394863	245394864	.	False	2.11e-03	9.01e-02	1.25e-03	3.71e-04	1.78e-02	9.06e-02	7.55e-01	3.70e-04	1.05e-02	4.08e-04
6035	chr13	50104141	50104142	.	False	4.85e-04	2.96e-02	1.96e-04	1.88e-04	3.17e-03	1.49e-02	8.96e-01	1.02e-04	8.36e-03	1.52e-04
6036	chr9	121114432	121114433	.	False	2.02e-02	2.13e-01	4.88e-03	1.56e-03	2.73e-02	9.40e-02	6.17e-01	1.27e-03	7.43e-03	4.00e-03
6037	chr1	207644559	207644560	.	False	6.04e-03	2.11e-02	1.73e-03	2.12e-04	1.03e-02	9.63e-02	8.20e-01	3.96e-04	5.09e-03	9.23e-05
6038	chr1	245942932	245942933	.	False	2.86e-02	9.62e-02	6.09e-03	1.02e-03	1.97e-02	1.21e-01	6.84e-01	6.81e-04	2.50e-03	1.45e-03
6039	chr1	196014451	196014452	.	False	6.05e-03	3.01e-02	3.62e-03	1.78e-04	1.54e-02	1.29e-01	8.04e-01	1.07e-04	1.10e-03	1.76e-04
6040	chr1	222167994	222167995	.	False	1.46e-03	9.23e-03	1.02e-03	1.94e-04	1.95e-02	2.12e-01	7.92e-01	1.46e-04	9.57e-04	9.32e-05
6041	chr1	249967897	249967898	.	False	2.57e-03	1.03e-02	9.46e-04	2.07e-05	1.83e-03	3.96e-02	9.40e-01	3.59e-05	4.26e-04	4.26e-05
6042	chr1	210771828	210771829	.	False	5.60e-04	3.28e-03	2.76e-04	8.48e-05	3.15e-03	2.29e-02	9.69e-01	5.92e-05	2.62e-03	2.51e-05
6043	chr13	95895697	95895698	.	False	7.60e-03	1.11e-01	2.35e-03	7.55e-04	1.95e-02	7.22e-02	7.00e-01	1.02e-03	5.45e-03	2.38e-03
6044	chr1	202835536	202835537	.	False	9.90e-02	1.07e-01	5.34e-02	2.13e-03	3.27e-02	1.21e-01	4.71e-01	1.74e-03	2.46e-03	1.22e-02
6045	chr1	259792242	259792243	.	False	4.24e-02	6.06e-02	2.16e-02	4.07e-04	3.44e-02	1.89e-01	6.53e-01	1.29e-04	3.95e-04	2.28e-04
6046	chr1	230875987	230875988	.	False	1.49e-03	9.29e-02	1.02e-03	3.33e-04	1.33e-02	6.39e-02	7.67e-01	2.10e-04	7.94e-03	5.86e-04
6047	chr1	202497585	202497586	.	False	2.05e-03	6.00e-02	3.87e-04	1.15e-03	1.52e-02	2.78e-02	6.73e-01	1.77e-03	4.35e-02	8.65e-04
6048	chr9	67632436	67632437	.	False	8.30e-02	1.01e-01	2.65e-02	3.92e-03	4.73e-02	1.32e-01	4.56e-01	2.16e-03	2.32e-02	8.24e-03
6049	chr1	205304290	205304291	.	False	2.40e-03	4.08e-02	7.59e-04	4.59e-04	1.45e-02	1.03e-01	7.90e-01	4.26e-04	3.76e-03	5.44e-04
6050	chr1	229077320	229077321	.	False	2.47e-03	7.70e-03	5.46e-04	5.77e-05	2.77e-03	6.51e-02	9.31e-01	1.13e-04	6.31e-04	3.16e-05
6051	chr1	249210705	249210706	.	False	3.76e-01	8.37e-02	1.43e-01	1.06e-03	2.50e-02	7.18e-02	3.40e-01	8.02e-04	8.15e-04	1.94e-02
6052	chr1	242847069	242847070	.	False	6.01e-04	2.76e-02	4.32e-04	2.40e-04	1.15e-02	9.37e-02	8.40e-01	1.66e-04	3.65e-03	1.48e-04
6053	chr1	238472103	238472104	.	False	2.02e-01	1.66e-01	7.31e-02	9.68e-04	2.93e-02	1.83e-01	3.99e-01	1.24e-03	1.78e-03	1.29e-02
6054	chr9	132759012	132759013	.	False	1.59e-01	2.26e-01	3.03e-02	5.31e-02	1.54e-01	1.27e-01	1.99e-01	2.22e-02	4.72e-02	5.15e-02
6055	chr1	238745365	238745366	.	False	4.26e-01	2.55e-02	3.87e-01	2.00e-03	1.37e-01	1.40e-01	2.42e-01	5.72e-04	5.47e-04	4.51e-03
6056	chr1	240611487	240611488	.	False	1.53e-01	3.68e-02	2.41e-01	4.44e-03	2.56e-01	1.46e-01	1.52e-01	8.36e-04	7.92e-04	3.34e-03
6057	chr9	125323547	125323548	.	False	7.83e-03	2.04e-01	1.15e-03	8.45e-04	7.95e-03	4.37e-02	6.65e-01	7.92e-04	1.10e-02	1.84e-03
6058	chr9	66898257	66898258	.	False	1.58e-01	4.93e-02	2.00e-01	1.44e-03	1.34e-01	1.70e-01	3.10e-01	6.89e-04	7.04e-04	2.14e-03
6059	chr1	250699543	250699544	.	False	1.03e-03	2.01e-02	3.99e-04	1.04e-04	6.82e-03	5.30e-02	9.01e-01	8.41e-05	5.86e-04	1.30e-04
6060	chr9	133537776	133537777	.	False	3.32e-02	1.69e-02	8.38e-02	5.00e-04	5.09e-02	1.97e-01	6.38e-01	1.76e-04	5.47e-04	7.38e-04
6061	chr1	273782319	273782320	.	False	3.09e-01	7.45e-04	2.01e-01	8.13e-02	2.09e-01	1.93e-03	3.15e-03	4.78e-03	6.02e-04	6.92e-02
6062	chr1	201837338	201837339	.	False	2.85e-01	1.79e-01	1.51e-02	7.27e-03	1.66e-02	4.45e-02	1.26e-01	3.01e-02	3.39e-02	1.83e-01
6063	chr9	130808271	130808272	.	False	6.03e-02	4.26e-02	3.09e-02	8.36e-04	2.92e-02	2.15e-01	6.26e-01	5.96e-04	1.05e-03	1.55e-03
6064	chr9	132088265	132088266	.	False	3.20e-03	6.17e-03	1.03e-03	4.29e-05	2.95e-03	5.82e-02	9.25e-01	3.75e-05	2.17e-04	4.28e-05
6065	chr1	255936000	255936001	.	False	2.75e-01	1.24e-01	4.20e-02	1.04e-02	6.27e-02	9.16e-02	1.98e-01	1.02e-02	9.47e-03	6.02e-02
6066	chr9	133643379	133643380	.	False	2.57e-01	4.48e-02	2.24e-01	9.28e-03	2.46e-01	1.22e-01	1.55e-01	2.53e-03	1.94e-03	1.87e-02
6067	chr9	133199225	133199226	.	False	3.96e-02	5.30e-02	2.73e-02	3.14e-03	6.41e-02	2.28e-01	5.38e-01	2.54e-03	6.61e-03	3.14e-03
6068	chr1	228559228	228559229	.	False	1.06e-02	1.33e-01	1.74e-03	4.72e-04	1.17e-02	8.51e-02	7.84e-01	2.72e-04	1.99e-03	7.02e-04
6069	chr9	119880947	119880948	.	False	9.21e-03	3.55e-02	7.74e-03	7.69e-04	5.48e-02	2.43e-01	5.96e-01	4.45e-04	3.27e-03	4.75e-04
6070	chr1	202376864	202376865	.	False	4.07e-03	1.62e-01	2.32e-03	5.52e-04	1.40e-02	7.55e-02	7.08e-01	4.29e-04	7.43e-03	7.95e-04
6071	chr9	116278743	116278744	.	False	4.29e-02	7.11e-02	1.18e-02	5.93e-04	3.62e-02	1.56e-01	7.12e-01	2.76e-04	1.31e-03	5.07e-04
6072	chr5	46554036	46554037	.	False	1.27e-03	2.04e-02	3.04e-04	1.64e-04	5.34e-03	3.20e-02	9.26e-01	1.27e-04	1.22e-03	1.01e-04
6073	chr1	227550386	227550387	.	False	2.42e-02	1.63e-01	5.76e-03	2.88e-04	5.50e-03	3.14e-02	6.44e-01	4.02e-04	3.57e-03	5.97e-04
6074	chr9	64195347	64195348	.	False	3.15e-01	7.17e-02	1.08e-01	3.09e-02	1.80e-01	7.11e-02	6.68e-02	7.35e-03	3.55e-03	7.71e-02
6075	chr9	117604063	117604064	.	False	2.67e-01	6.98e-02	1.28e-01	1.02e-03	3.06e-02	1.10e-01	4.25e-01	5.80e-04	4.70e-04	7.08e-03
6076	chr1	207194447	207194448	.	False	5.68e-03	9.03e-02	1.64e-03	1.97e-04	6.60e-03	3.84e-02	8.27e-01	1.26e-04	3.17e-03	2.26e-04
6077	chr1	244970539	244970540	.	False	3.11e-04	1.50e-03	6.13e-05	3.68e-05	9.31e-04	2.07e-02	9.78e-01	5.06e-05	7.30e-04	1.16e-05
6078	chr1	255085176	255085177	.	False	6.18e-02	7.14e-02	4.79e-02	9.01e-03	3.28e-01	2.04e-01	1.52e-01	1.44e-03	3.41e-03	4.78e-03
6079	chr1	208907339	208907340	.	False	3.56e-04	7.06e-03	1.72e-04	5.33e-05	2.36e-03	2.82e-02	9.45e-01	9.23e-05	1.68e-03	3.63e-05
6080	chr1	239876490	239876491	.	False	9.61e-03	3.31e-02	9.21e-03	4.45e-04	3.05e-02	1.83e-01	6.95e-01	2.93e-04	7.09e-04	4.02e-04
6081	chr9	134748667	134748668	.	False	2.07e-01	1.10e-02	3.65e-01	5.04e-03	2.27e-01	1.31e-01	1.29e-01	6.15e-04	7.84e-04	2.44e-03
6082	chr1	200410164	200410165	.	False	1.80e-03	2.09e-02	4.02e-04	1.56e-04	6.17e-03	4.49e-02	9.22e-01	3.13e-04	3.06e-03	1.48e-04
6083	chr5	19315344	19315345	.	False	5.86e-02	1.38e-01	4.10e-02	4.96e-04	2.33e-02	1.39e-01	5.36e-01	2.98e-04	5.58e-04	1.20e-03
6084	chr1	225766133	225766134	.	False	1.07e-02	4.81e-02	2.25e-03	3.25e-04	4.94e-03	4.61e-02	8.34e-01	5.75e-04	3.04e-03	6.43e-04
6085	chr1	261650383	261650384	.	False	3.51e-01	1.94e-02	4.43e-01	4.48e-03	1.42e-01	8.00e-02	1.40e-01	4.21e-04	4.71e-04	9.57e-03
6086	chr1	274057577	274057578	.	False	2.29e-01	3.55e-03	3.47e-01	3.18e-02	4.38e-01	5.97e-02	8.19e-02	1.19e-03	6.82e-04	3.31e-03
6087	chr1	265179686	265179687	.	False	3.28e-01	1.59e-01	9.25e-02	5.81e-03	2.67e-02	4.66e-02	2.48e-01	8.11e-03	5.06e-03	5.17e-02
6088	chr1	225988010	225988011	.	False	4.45e-03	5.37e-03	4.85e-04	2.93e-05	2.82e-03	5.10e-02	9.41e-01	4.43e-05	3.42e-04	1.40e-05
6089	chr9	68065930	68065931	.	False	1.00e-03	4.82e-03	3.46e-04	5.07e-05	3.28e-03	8.00e-02	9.03e-01	5.29e-05	2.03e-04	2.40e-05
6090	chr9	63849399	63849400	.	False	1.30e-03	1.16e-02	2.87e-04	5.92e-05	3.54e-03	3.89e-02	9.33e-01	8.61e-05	8.97e-04	5.62e-05
6091	chr9	127913245	127913246	.	False	7.77e-04	2.21e-02	5.18e-04	2.44e-04	9.19e-03	4.61e-02	9.07e-01	9.89e-05	4.27e-03	1.38e-04
6092	chr9	131016636	131016637	.	False	1.90e-02	6.66e-02	4.13e-03	5.20e-03	3.70e-02	8.17e-02	4.02e-01	1.40e-02	1.40e-01	2.98e-03
6093	chr1	252247675	252247676	.	False	1.62e-01	4.64e-02	3.73e-01	1.43e-03	3.79e-02	5.66e-02	2.86e-01	2.73e-03	1.62e-03	9.71e-03
6094	chr1	259269326	259269327	.	False	1.29e-01	1.39e-01	2.58e-02	2.47e-02	1.61e-01	1.64e-01	2.41e-01	3.14e-03	6.31e-03	5.70e-03
6095	chr1	273726755	273726756	.	False	1.35e-01	3.10e-04	3.83e-01	7.76e-02	3.73e-01	1.35e-03	1.86e-03	1.12e-03	3.44e-04	1.12e-02
6096	chr1	271436656	271436657	.	False	1.98e-01	7.96e-03	5.17e-01	3.45e-03	9.14e-02	2.77e-02	6.73e-02	1.16e-03	6.03e-04	1.39e-02
6097	chr9	125203791	125203792	.	False	4.21e-03	1.63e-02	1.33e-03	2.35e-04	1.31e-02	1.02e-01	8.49e-01	1.74e-04	1.28e-03	9.60e-05
6098	chr1	208954866	208954867	.	False	5.36e-03	8.56e-02	7.04e-04	3.76e-04	4.68e-03	3.85e-02	8.24e-01	3.57e-04	4.63e-03	8.09e-04
6099	chr1	231358383	231358384	.	False	1.18e-01	6.21e-02	1.06e-01	1.61e-03	9.33e-02	1.73e-01	4.30e-01	9.76e-04	9.37e-04	5.87e-03
6100	chr1	233508411	233508412	.	False	1.07e-03	7.19e-03	3.30e-04	4.12e-05	3.98e-03	7.33e-02	9.39e-01	3.70e-05	6.78e-04	2.71e-05
6101	chr1	268126446	268126447	.	False	2.24e-02	8.79e-03	3.98e-03	4.44e-05	2.29e-03	7.79e-02	9.06e-01	4.88e-05	2.78e-04	3.83e-05
6102	chr1	241407133	241407134	.	False	7.79e-02	3.64e-02	1.69e-02	2.83e-04	1.59e-02	8.32e-02	8.23e-01	3.17e-04	4.45e-04	8.16e-04
6103	chr1	196107793	196107794	.	False	1.23e-03	2.52e-02	4.00e-04	5.21e-05	1.75e-03	2.36e-02	9.37e-01	5.47e-05	4.40e-04	8.64e-05
6104	chr1	259359839	259359840	.	False	1.36e-03	1.79e-02	4.63e-04	1.80e-04	7.86e-03	8.57e-02	8.63e-01	1.50e-04	1.06e-03	1.63e-04
6105	chr1	198867884	198867885	.	False	7.46e-03	8.97e-03	1.73e-03	5.12e-05	6.08e-03	8.68e-02	9.00e-01	3.27e-05	4.57e-04	2.45e-05
6106	chr1	228934402	228934403	.	False	2.51e-03	1.29e-02	4.28e-04	1.76e-04	3.57e-03	2.77e-02	9.30e-01	2.18e-04	6.37e-04	2.00e-04
6107	chr1	240810905	240810906	.	False	4.86e-01	9.84e-03	3.98e-01	1.11e-02	2.11e-01	2.49e-02	5.03e-02	1.25e-03	6.77e-04	1.98e-02
6108	chr1	203065483	203065484	.	False	4.25e-03	4.05e-02	8.13e-04	2.10e-04	4.36e-03	3.28e-02	8.92e-01	5.16e-04	2.47e-03	5.52e-04
6109	chr1	224889809	224889810	.	False	4.44e-03	6.08e-02	1.27e-03	1.30e-04	4.22e-03	4.50e-02	8.60e-01	2.86e-04	3.03e-03	2.45e-04
6110	chr9	129738628	129738629	.	False	8.53e-02	5.17e-02	1.19e-01	3.44e-03	1.35e-01	2.65e-01	3.94e-01	7.29e-04	1.68e-03	1.65e-03
6111	chr9	64279397	64279398	.	False	1.48e-01	1.67e-01	3.75e-02	3.87e-03	5.10e-02	1.23e-01	3.31e-01	1.26e-03	2.12e-03	1.16e-02
6112	chr1	197643510	197643511	.	False	2.87e-04	2.91e-03	5.86e-05	1.75e-05	8.40e-04	1.60e-02	9.81e-01	2.96e-05	4.26e-04	1.06e-05
6113	chr9	67417058	67417059	.	False	4.85e-01	8.86e-02	1.66e-01	1.45e-02	4.18e-02	3.58e-02	8.11e-02	3.20e-02	4.81e-03	2.76e-01
6114	chr9	115578561	115578562	.	False	5.19e-02	2.10e-01	6.28e-03	7.91e-04	6.89e-03	6.56e-02	5.28e-01	2.01e-03	1.09e-02	6.93e-03
6115	chr1	223913173	223913174	.	False	3.14e-01	2.67e-01	4.15e-02	8.62e-03	2.31e-02	7.07e-02	2.49e-01	2.61e-03	6.03e-03	3.11e-02
6116	chr1	272974747	272974748	.	False	1.26e-01	2.50e-03	5.44e-01	2.07e-02	1.93e-01	6.23e-03	2.66e-02	1.21e-03	5.16e-04	1.70e-02
6117	chr1	199285712	199285713	.	False	5.71e-03	1.42e-02	1.86e-03	1.08e-04	1.71e-02	1.40e-01	7.93e-01	1.70e-04	3.80e-04	7.29e-05
6118	chr9	117403419	117403420	.	False	2.02e-02	2.63e-01	4.11e-03	1.89e-03	2.07e-02	9.65e-02	4.98e-01	1.28e-03	1.52e-02	3.98e-03
6119	chr5	67399633	67399634	.	False	4.19e-01	3.97e-03	3.66e-01	3.64e-02	7.67e-02	4.94e-03	1.65e-02	6.61e-03	9.55e-04	1.18e-01
6120	chr13	119546836	119546837	.	False	1.15e-02	2.60e-02	1.62e-03	3.49e-04	1.22e-02	8.37e-02	8.48e-01	3.92e-04	1.45e-03	3.23e-04
6121	chr9	119667514	119667515	.	False	5.92e-01	9.36e-03	4.04e-01	9.86e-03	2.34e-01	5.45e-02	6.29e-02	1.59e-03	6.24e-04	1.88e-02
6122	chr1	254151847	254151848	.	False	2.91e-01	2.07e-02	1.91e-01	3.96e-02	3.06e-01	4.20e-02	6.24e-02	4.37e-03	2.70e-03	4.02e-02
6123	chr1	226252449	226252450	.	False	1.15e-02	3.48e-02	4.20e-03	1.28e-04	4.77e-03	5.43e-02	8.93e-01	1.90e-04	1.19e-03	1.13e-04
6124	chr1	223473921	223473922	.	False	1.32e-02	6.07e-02	7.94e-03	1.75e-03	9.51e-02	2.56e-01	5.54e-01	4.91e-04	1.60e-03	7.69e-04
6125	chr1	200900832	200900833	.	False	1.07e-01	2.98e-01	1.33e-02	5.73e-04	1.16e-02	6.84e-02	5.76e-01	3.32e-04	1.03e-03	5.15e-03
6126	chr1	231451693	231451694	.	False	2.27e-03	6.30e-03	4.66e-04	7.77e-05	2.80e-03	2.85e-02	9.53e-01	7.60e-05	1.95e-03	2.85e-05
6127	chr9	133425299	133425300	.	False	6.27e-01	2.93e-04	2.23e-03	3.75e-02	3.63e-03	1.13e-03	5.53e-03	6.42e-01	1.51e-02	1.30e-01
6128	chr1	245165954	245165955	.	False	5.23e-03	7.67e-03	1.48e-03	2.85e-04	7.22e-03	1.02e-01	8.54e-01	2.41e-04	8.05e-04	4.27e-05
6129	chr1	270026897	270026898	.	False	1.76e-01	1.57e-02	4.05e-01	7.15e-03	9.39e-02	3.38e-02	4.96e-02	1.62e-03	6.54e-04	2.47e-02
6130	chr9	117246727	117246728	.	False	3.55e-01	1.18e-02	4.09e-01	4.23e-03	2.90e-01	1.10e-01	1.18e-01	5.52e-04	4.50e-04	3.01e-03
6131	chr1	238802961	238802962	.	False	3.46e-02	8.46e-02	1.62e-02	6.11e-04	3.23e-02	1.68e-01	6.50e-01	4.03e-04	9.66e-04	9.69e-04
6132	chr1	202431852	202431853	.	False	2.53e-02	1.22e-01	1.15e-02	6.84e-04	1.80e-02	8.90e-02	6.44e-01	8.10e-04	2.64e-03	2.32e-03
6133	chr1	246687013	246687014	.	False	1.67e-02	1.48e-02	2.56e-03	9.25e-05	3.30e-03	4.40e-02	9.22e-01	1.22e-04	4.33e-04	9.17e-05
6134	chr9	117943207	117943208	.	False	6.40e-04	9.57e-03	2.65e-04	1.51e-04	5.14e-03	3.60e-02	9.44e-01	1.35e-04	3.54e-03	6.75e-05
6135	chr1	259631906	259631907	.	False	5.46e-03	7.74e-03	3.72e-03	1.80e-04	2.40e-02	2.61e-01	7.53e-01	1.21e-04	1.54e-03	6.44e-05
6136	chr1	211702376	211702377	.	False	1.22e-02	8.84e-02	3.49e-03	7.99e-04	1.99e-02	8.97e-02	7.57e-01	4.21e-04	2.34e-03	2.55e-03
6137	chr1	239976244	239976245	.	False	1.23e-01	1.05e-01	1.11e-01	1.29e-03	4.22e-02	1.46e-01	4.31e-01	1.35e-03	1.14e-03	7.40e-03
6138	chr1	256661152	256661153	.	False	6.07e-02	5.61e-02	4.95e-02	4.17e-03	2.16e-01	2.44e-01	3.27e-01	9.50e-04	1.88e-03	5.42e-03
6139	chr1	214448148	214448149	.	False	9.11e-03	3.84e-02	2.15e-03	3.00e-04	8.11e-03	7.08e-02	8.76e-01	2.56e-04	1.37e-03	4.92e-04
6140	chr1	264143882	264143883	.	False	2.48e-02	1.62e-01	7.46e-03	5.87e-04	6.09e-03	7.09e-02	6.65e-01	7.70e-04	2.86e-03	3.68e-03
6141	chr1	259489511	259489512	.	False	1.38e-01	4.91e-02	9.59e-02	8.88e-03	1.70e-01	2.17e-01	3.97e-01	4.29e-03	2.97e-03	1.58e-02
6142	chr9	131672132	131672133	.	False	4.09e-01	1.17e-03	4.39e-01	1.67e-02	4.38e-01	1.08e-02	9.49e-03	7.00e-04	2.35e-04	8.46e-03
6143	chr1	252719628	252719629	.	False	6.10e-01	1.94e-02	2.66e-01	1.00e-02	8.71e-02	4.22e-02	8.92e-02	4.89e-03	1.39e-03	8.38e-02
6144	chr1	226399018	226399019	.	False	5.47e-04	5.84e-03	1.62e-04	6.00e-05	3.66e-03	3.87e-02	9.48e-01	5.18e-05	4.29e-04	3.51e-05
6145	chr1	260972645	260972646	.	False	1.46e-01	3.98e-02	2.15e-01	5.99e-03	3.02e-01	1.59e-01	1.55e-01	1.01e-03	1.30e-03	9.43e-03
6146	chr1	255531784	255531785	.	False	2.91e-01	1.74e-01	9.69e-02	5.97e-03	5.33e-02	8.73e-02	2.09e-01	1.29e-03	1.37e-03	1.19e-02
6147	chr1	228336054	228336055	.	False	2.82e-02	4.20e-02	4.71e-03	3.26e-04	1.33e-02	1.01e-01	8.57e-01	2.15e-04	9.85e-04	3.39e-04
6148	chr9	68106522	68106523	.	False	4.02e-02	1.24e-01	1.39e-03	8.20e-04	1.69e-02	6.52e-02	4.34e-01	2.39e-02	9.63e-02	3.11e-02
6149	chr1	219121754	219121755	.	False	6.06e-03	5.16e-02	2.05e-03	2.46e-04	7.87e-03	5.81e-02	8.61e-01	3.32e-04	2.80e-03	2.54e-04
6150	chr1	259724163	259724164	.	False	1.59e-01	1.94e-02	7.85e-02	4.10e-04	3.81e-02	1.76e-01	6.16e-01	1.46e-04	2.40e-04	5.76e-04
6151	chr1	231635502	231635503	.	False	2.03e-03	3.54e-02	8.86e-04	7.57e-04	2.20e-02	9.32e-02	7.70e-01	3.43e-04	5.96e-03	3.43e-04
6152	chr1	252557643	252557644	.	False	1.90e-03	8.31e-03	7.87e-04	1.46e-04	4.27e-03	5.68e-02	9.37e-01	1.26e-04	1.75e-03	5.84e-05
6153	chr1	206229806	206229807	.	False	5.03e-03	3.65e-02	2.82e-03	3.53e-03	4.36e-02	7.78e-02	7.09e-01	1.17e-03	4.21e-02	8.77e-04
6154	chr1	270367963	270367964	.	False	7.70e-03	1.60e-02	3.37e-03	1.90e-04	5.44e-03	9.69e-02	8.69e-01	1.41e-04	9.83e-04	1.20e-04
6155	chr9	58870888	58870889	.	False	5.13e-02	4.38e-03	8.86e-03	2.94e-01	5.95e-01	4.38e-02	5.02e-02	1.35e-02	1.50e-02	3.53e-02
6156	chr1	241193804	241193805	.	False	6.00e-01	2.42e-02	1.52e-01	6.06e-03	1.06e-01	9.29e-02	2.60e-01	1.07e-03	8.40e-04	9.80e-03
6157	chr9	66187740	66187741	.	False	4.20e-01	1.52e-02	2.68e-01	2.57e-02	2.06e-01	6.41e-02	9.01e-02	2.29e-03	1.29e-03	2.52e-02
6158	chr1	255547944	255547945	.	False	1.60e-01	5.89e-02	1.22e-01	3.29e-03	2.32e-01	2.14e-01	2.22e-01	8.00e-04	8.38e-04	2.87e-03
6159	chr1	253429139	253429140	.	False	9.40e-01	1.16e-04	1.02e-03	1.27e-01	3.94e-03	1.40e-04	1.39e-03	6.26e-01	6.36e-03	2.35e-01
6160	chr1	254518007	254518008	.	False	3.44e-01	6.16e-03	3.11e-01	1.87e-02	3.47e-01	1.41e-02	1.36e-02	7.95e-04	4.47e-04	1.55e-02
6161	chr9	118747511	118747512	.	False	6.91e-03	1.01e-01	5.08e-03	1.27e-03	3.60e-02	1.60e-01	5.85e-01	5.64e-04	1.29e-02	1.34e-03
6162	chr9	133127105	133127106	.	False	2.97e-02	5.02e-02	1.75e-02	3.23e-03	7.81e-02	1.48e-01	3.47e-01	4.20e-03	3.21e-02	5.42e-03
6163	chr1	250258924	250258925	.	False	1.81e-01	4.07e-02	1.95e-01	1.83e-03	6.18e-02	1.49e-01	4.75e-01	9.95e-04	9.39e-04	2.95e-03
6164	chr1	204097355	204097356	.	False	5.36e-01	9.98e-04	6.61e-01	1.52e-02	1.51e-01	6.59e-03	5.46e-02	2.23e-03	3.49e-04	1.18e-02
6165	chr1	202020528	202020529	.	False	3.30e-03	5.89e-02	9.53e-04	2.47e-04	4.80e-03	4.89e-02	8.89e-01	3.31e-04	1.81e-03	3.84e-04
