index	chrom	start	end	strand	contains_unk	Adipose|ATAC|None	Adipose|E10|None	Adipose|E11|None	Adipose|E12|None	Adipose|E13|None	Adipose|E14|None	Adipose|E15|None	Adipose|E1|None	Adipose|E2|None	Adipose|E3|None	Adipose|E4|None	Adipose|E5|None	Adipose|E6|None	Adipose|E7|None
6265	chr9	99258172	99258173	.	False	1.02e-01	4.98e-02	1.66e-01	1.33e-02	7.64e-02	4.27e-02	1.91e-01	3.84e-04	2.13e-03	2.43e-02	6.33e-03	4.34e-03	6.59e-02	1.29e-01
6266	chr9	75122171	75122172	.	False	1.39e-01	8.88e-02	8.72e-02	8.55e-03	6.43e-02	9.25e-02	1.31e-01	1.17e-03	4.03e-03	2.52e-02	7.76e-03	7.22e-03	7.20e-02	8.65e-02
6267	chr9	36863118	36863119	.	False	2.22e-02	7.67e-02	1.05e-01	1.90e-02	1.42e-01	4.38e-02	2.33e-01	4.04e-04	5.83e-03	2.70e-02	1.69e-02	8.71e-03	3.41e-02	8.57e-02
6268	chr9	77920325	77920326	.	False	3.38e-03	1.05e-01	1.07e-02	5.67e-04	1.13e-02	1.26e-01	6.28e-01	3.85e-04	4.99e-03	2.27e-03	1.30e-03	1.70e-02	2.74e-03	5.79e-03
6269	chr9	3509663	3509664	.	False	1.10e-03	7.49e-02	2.86e-03	2.51e-04	4.35e-03	8.37e-02	7.71e-01	4.78e-04	6.99e-03	4.65e-04	5.36e-04	4.75e-03	1.06e-03	2.03e-03
6270	chr9	19513175	19513176	.	False	1.85e-03	8.76e-02	1.77e-02	8.39e-04	5.50e-02	2.99e-01	5.79e-01	1.70e-04	1.31e-03	4.75e-04	8.38e-04	2.62e-03	4.40e-03	8.24e-03
6271	chr9	127609459	127609460	.	False	4.42e-03	1.04e-01	2.89e-02	2.40e-03	8.19e-02	2.69e-01	4.44e-01	3.48e-04	3.37e-03	5.36e-03	2.57e-03	1.23e-02	1.25e-02	1.70e-02
6272	chr9	22471847	22471848	.	False	3.35e-02	1.09e-01	7.61e-02	1.98e-03	2.65e-02	1.10e-01	5.24e-01	8.43e-04	5.61e-03	9.04e-03	3.84e-03	8.60e-03	1.83e-02	3.75e-02
6273	chr9	82059517	82059518	.	False	6.98e-03	6.83e-02	1.02e-01	4.65e-03	1.63e-01	1.81e-01	4.44e-01	2.16e-04	1.56e-03	2.85e-03	2.08e-03	7.90e-03	1.23e-02	3.35e-02
6274	chr9	105836577	105836578	.	False	7.26e-03	7.64e-02	2.98e-02	3.67e-03	8.67e-02	2.96e-01	4.13e-01	2.79e-04	2.10e-03	3.11e-03	1.53e-03	3.98e-03	9.72e-03	1.61e-02
6275	chr9	109323703	109323704	.	False	9.86e-03	5.79e-02	3.99e-02	2.13e-03	5.05e-02	2.24e-01	5.23e-01	3.12e-04	1.75e-03	3.21e-03	1.95e-03	4.18e-03	7.39e-03	1.13e-02
6276	chr1	179047426	179047427	.	False	2.73e-02	1.13e-01	6.79e-02	4.37e-03	5.03e-02	1.15e-01	3.30e-01	7.71e-04	5.81e-03	1.79e-02	4.17e-03	8.50e-03	3.23e-02	4.48e-02
6277	chr9	134175094	134175095	.	False	2.59e-01	1.90e-02	4.91e-02	8.46e-02	9.65e-02	1.44e-02	5.47e-02	4.91e-03	1.27e-02	4.20e-01	4.82e-02	1.23e-02	5.35e-02	5.81e-02
6278	chr9	107329073	107329074	.	False	1.46e-03	1.28e-01	5.86e-03	4.34e-04	9.54e-03	6.27e-02	7.07e-01	3.65e-04	1.24e-02	4.16e-03	2.52e-03	1.88e-02	1.63e-03	7.83e-03
6279	chr9	17577603	17577604	.	False	1.00e-02	4.81e-02	4.04e-02	9.51e-04	4.52e-02	1.70e-01	6.11e-01	5.55e-04	2.02e-03	1.98e-03	2.75e-03	1.41e-02	1.85e-03	9.36e-03
6280	chr9	109136445	109136446	.	False	1.11e-03	6.28e-02	6.11e-03	1.52e-04	5.28e-03	1.21e-01	7.58e-01	1.09e-04	1.78e-03	4.79e-04	3.64e-04	7.11e-03	1.15e-03	2.53e-03
6281	chr9	40950798	40950799	.	False	5.87e-03	5.90e-02	2.53e-02	4.80e-03	1.47e-01	3.47e-01	4.25e-01	2.37e-04	1.28e-03	2.53e-03	1.76e-03	3.24e-03	5.81e-03	8.49e-03
6282	chr9	17894093	17894094	.	False	4.65e-02	1.23e-01	3.80e-02	6.04e-04	3.27e-03	8.60e-02	5.51e-01	1.21e-03	7.00e-03	8.48e-03	2.30e-03	1.73e-02	1.56e-02	3.19e-02
6283	chr9	132944297	132944298	.	False	9.51e-01	8.37e-05	3.30e-04	7.09e-03	2.49e-04	4.46e-04	2.27e-03	7.92e-01	7.90e-03	3.50e-01	4.20e-02	6.31e-03	1.07e-04	1.48e-04
6284	chr9	130602837	130602838	.	False	4.24e-02	1.03e-01	8.66e-02	8.82e-03	9.39e-02	7.72e-02	2.43e-01	6.98e-04	6.51e-03	3.85e-02	7.26e-03	1.04e-02	5.99e-02	7.35e-02
6285	chr9	26581995	26581996	.	False	8.26e-04	1.52e-02	5.15e-03	2.02e-04	4.90e-03	1.45e-01	8.15e-01	1.14e-04	4.44e-04	2.91e-04	2.50e-04	2.14e-03	3.63e-04	7.93e-04
6286	chr9	128942402	128942403	.	False	8.52e-03	1.15e-01	7.37e-02	4.02e-03	1.31e-01	1.18e-01	3.56e-01	2.38e-04	2.96e-03	5.22e-03	5.06e-03	6.28e-03	2.49e-02	4.73e-02
6287	chr9	24766873	24766874	.	False	9.94e-03	4.11e-02	1.79e-02	3.16e-04	6.72e-03	1.40e-01	7.34e-01	2.60e-04	7.78e-04	5.48e-04	6.96e-04	3.26e-03	3.00e-03	1.03e-02
6288	chr9	7479356	7479357	.	False	1.57e-01	4.96e-02	5.44e-02	6.61e-03	2.93e-02	1.62e-01	4.92e-01	3.22e-03	6.63e-03	1.85e-02	3.81e-02	1.59e-02	1.63e-02	5.69e-02
6289	chr9	117734930	117734931	.	False	2.82e-03	9.45e-02	1.25e-02	2.82e-04	7.38e-03	1.47e-01	6.43e-01	1.54e-04	1.96e-03	8.40e-04	3.19e-04	2.22e-03	4.77e-03	7.06e-03
6290	chr9	69094271	69094272	.	False	3.58e-03	7.96e-02	3.48e-02	1.45e-03	6.02e-02	1.90e-01	5.27e-01	3.05e-04	2.53e-03	2.83e-03	1.81e-03	1.42e-02	3.97e-03	1.01e-02
6291	chr1	213532953	213532954	.	False	2.50e-02	6.40e-02	1.29e-01	4.88e-03	1.09e-01	1.45e-01	3.43e-01	6.57e-04	2.72e-03	7.79e-03	4.24e-03	1.49e-02	1.54e-02	4.49e-02
6292	chr1	179142284	179142285	.	False	1.21e-03	3.47e-02	2.65e-03	1.21e-04	1.18e-03	7.47e-02	8.57e-01	2.92e-04	1.35e-03	1.64e-04	3.16e-04	2.98e-03	6.67e-04	8.89e-04
6293	chr1	213541884	213541885	.	False	8.52e-02	7.09e-02	1.17e-01	2.30e-03	4.95e-02	1.79e-01	4.16e-01	7.19e-04	1.85e-03	4.31e-03	2.77e-03	1.55e-02	1.88e-02	5.88e-02
6294	chr9	61645769	61645770	.	False	5.63e-02	1.09e-01	6.14e-02	1.59e-02	1.55e-01	1.72e-01	2.05e-01	5.46e-04	2.57e-03	1.18e-02	4.26e-03	4.73e-03	4.78e-02	6.17e-02
6295	chr9	76795859	76795860	.	False	1.58e-03	8.71e-02	9.70e-03	9.57e-04	2.13e-02	1.69e-01	5.26e-01	3.40e-04	4.31e-03	2.41e-03	1.23e-03	8.02e-03	3.09e-03	7.68e-03
6296	chr9	134700325	134700326	.	False	1.67e-02	5.02e-02	1.27e-01	2.46e-02	2.04e-01	7.13e-02	2.97e-01	3.52e-04	3.00e-03	1.99e-02	1.42e-02	6.68e-03	1.60e-02	6.49e-02
6297	chr9	9512381	9512382	.	False	6.18e-04	3.91e-02	3.03e-03	1.55e-04	3.43e-03	1.18e-01	8.20e-01	2.08e-04	1.38e-03	2.57e-04	2.19e-04	3.34e-03	5.20e-04	1.06e-03
6298	chr9	121727743	121727744	.	False	1.13e-01	9.05e-02	8.20e-02	2.14e-02	1.10e-01	7.57e-02	1.14e-01	6.36e-04	5.59e-03	4.34e-02	8.05e-03	5.81e-03	1.21e-01	1.17e-01
6299	chr9	127033307	127033308	.	False	8.00e-02	9.23e-02	8.35e-02	5.54e-03	4.44e-02	1.34e-01	3.32e-01	5.01e-04	2.65e-03	1.26e-02	2.89e-03	8.33e-03	3.49e-02	7.50e-02
6300	chr9	14589641	14589642	.	False	2.86e-03	4.30e-02	6.64e-03	3.86e-04	5.32e-03	1.69e-01	7.17e-01	7.94e-04	2.10e-03	1.07e-03	9.52e-04	1.90e-02	7.15e-04	1.97e-03
6301	chr5	1625386	1625387	.	False	2.62e-03	5.51e-02	3.88e-02	2.96e-03	1.75e-01	1.77e-01	4.72e-01	9.05e-05	1.01e-03	9.14e-04	2.21e-03	5.29e-03	2.64e-03	1.20e-02
6302	chr9	6009099	6009100	.	False	6.33e-02	1.01e-01	9.45e-03	1.12e-02	2.16e-02	2.86e-02	1.13e-01	2.83e-02	2.36e-01	3.21e-01	6.52e-02	8.02e-02	2.52e-02	1.53e-02
6303	chr9	8118791	8118792	.	False	4.49e-02	1.20e-01	3.10e-02	2.05e-03	2.00e-02	1.02e-01	3.58e-01	1.57e-03	1.12e-02	2.18e-02	3.46e-03	1.32e-02	2.81e-02	3.92e-02
6304	chr9	21609191	21609192	.	False	1.15e-03	3.43e-02	8.86e-03	2.77e-04	1.45e-02	2.05e-01	6.75e-01	1.49e-04	3.92e-04	1.96e-04	1.80e-04	5.32e-03	1.39e-03	2.29e-03
6305	chr9	8449486	8449487	.	False	1.23e-03	5.64e-02	4.54e-03	7.94e-04	1.04e-02	1.76e-01	7.11e-01	6.53e-04	4.22e-03	1.66e-03	9.21e-04	7.16e-03	1.35e-03	1.77e-03
6306	chr9	37627107	37627108	.	False	5.85e-03	5.81e-02	1.66e-02	7.50e-04	1.78e-02	1.95e-01	6.57e-01	4.24e-04	1.71e-03	3.31e-03	1.69e-03	1.01e-02	2.17e-03	6.73e-03
6307	chr9	20066850	20066851	.	False	3.00e-03	7.37e-02	7.21e-03	9.83e-04	1.16e-02	1.64e-01	6.74e-01	4.89e-04	3.35e-03	1.47e-03	8.38e-04	4.89e-03	2.59e-03	3.81e-03
6308	chr9	70001961	70001962	.	False	1.92e-03	2.32e-02	1.42e-02	3.37e-04	1.09e-02	1.77e-01	7.49e-01	1.39e-04	4.53e-04	3.21e-04	4.15e-04	5.72e-03	8.01e-04	2.46e-03
6309	chr9	128419978	128419979	.	False	1.70e-01	7.09e-03	1.35e-02	9.45e-02	4.81e-02	1.24e-02	2.58e-02	3.41e-02	1.66e-02	2.24e-01	8.92e-02	2.07e-02	2.15e-03	4.22e-03
6310	chr9	79909609	79909610	.	False	3.54e-04	1.46e-02	9.32e-04	2.20e-04	3.07e-03	1.88e-01	8.22e-01	2.52e-04	7.40e-04	1.50e-04	3.36e-04	2.65e-03	1.81e-04	2.94e-04
6311	chr1	172035826	172035827	.	False	2.79e-03	2.75e-02	6.92e-03	3.24e-04	1.20e-02	2.40e-01	7.07e-01	2.29e-04	4.24e-04	1.84e-04	5.22e-04	3.00e-03	8.47e-04	1.97e-03
6312	chr1	174303336	174303337	.	False	2.27e-03	1.20e-01	3.12e-03	2.48e-04	1.85e-03	4.90e-02	7.83e-01	7.56e-04	1.63e-02	2.00e-03	1.11e-03	8.98e-03	1.17e-03	3.60e-03
6313	chr9	37542763	37542764	.	False	6.22e-03	8.73e-02	3.34e-02	1.71e-03	4.99e-02	1.79e-01	4.78e-01	4.12e-04	2.45e-03	4.23e-03	1.61e-03	1.02e-02	8.03e-03	1.81e-02
6314	chr9	113945630	113945631	.	False	1.56e-02	1.10e-01	5.47e-02	9.86e-03	1.81e-01	2.37e-01	3.82e-01	3.77e-04	3.06e-03	5.92e-03	3.83e-03	6.80e-03	1.91e-02	4.17e-02
6315	chr9	16665686	16665687	.	False	1.75e-03	4.41e-02	4.66e-03	2.75e-04	4.58e-03	1.28e-01	8.05e-01	1.54e-04	8.15e-04	3.90e-04	3.65e-04	1.63e-03	1.35e-03	2.82e-03
6316	chr9	134215554	134215555	.	False	3.64e-01	3.13e-02	8.41e-02	5.29e-02	9.27e-02	2.24e-02	6.03e-02	3.22e-03	6.99e-03	2.72e-01	2.84e-02	5.33e-03	1.80e-01	1.47e-01
6317	chr9	134066061	134066062	.	False	5.57e-01	3.21e-02	5.43e-02	2.76e-02	3.02e-02	1.70e-02	3.37e-02	5.71e-02	6.72e-03	3.07e-01	8.69e-02	1.04e-02	6.98e-02	1.05e-01
6318	chr9	120726310	120726311	.	False	1.49e-02	1.04e-01	4.07e-02	1.83e-03	4.37e-02	2.29e-01	4.57e-01	2.65e-04	1.95e-03	2.93e-03	1.57e-03	5.83e-03	1.45e-02	2.89e-02
6319	chr9	20153061	20153062	.	False	6.11e-03	1.17e-01	1.39e-02	1.31e-03	1.56e-02	1.46e-01	5.18e-01	9.21e-04	8.16e-03	5.51e-03	1.64e-03	8.88e-03	1.09e-02	1.27e-02
6320	chr9	68483364	68483365	.	False	1.08e-02	5.51e-02	2.45e-02	2.03e-03	4.11e-02	2.09e-01	5.22e-01	2.49e-04	1.50e-03	2.76e-03	1.44e-03	5.35e-03	5.97e-03	1.28e-02
6321	chr9	130484424	130484425	.	False	8.66e-02	4.39e-02	4.58e-02	1.16e-01	1.74e-01	3.90e-02	5.71e-02	3.35e-03	1.39e-02	2.14e-01	4.66e-02	1.44e-02	5.16e-02	5.27e-02
6322	chr9	81705698	81705699	.	False	2.52e-03	4.39e-02	6.58e-03	4.57e-04	8.59e-03	1.57e-01	7.13e-01	2.67e-04	1.89e-03	1.04e-03	6.19e-04	3.85e-03	1.37e-03	2.69e-03
6323	chr1	203549466	203549467	.	False	5.41e-02	1.06e-01	5.93e-02	9.72e-03	8.08e-02	1.90e-01	3.06e-01	8.50e-04	4.27e-03	2.00e-02	5.85e-03	1.18e-02	2.57e-02	4.10e-02
6324	chr1	172107399	172107400	.	False	8.85e-03	4.65e-02	1.09e-02	5.41e-04	6.04e-03	1.17e-01	7.06e-01	3.01e-04	1.59e-03	2.24e-03	9.60e-04	6.27e-03	4.75e-03	8.43e-03
6325	chr9	78832504	78832505	.	False	1.05e-03	5.68e-02	2.54e-03	2.53e-04	3.39e-03	8.13e-02	8.44e-01	3.51e-04	3.87e-03	8.01e-04	5.86e-04	4.15e-03	6.34e-04	1.46e-03
6326	chr9	80467112	80467113	.	False	5.79e-03	1.02e-01	8.72e-03	7.20e-04	6.15e-03	8.72e-02	6.06e-01	9.52e-04	1.17e-02	4.49e-03	1.52e-03	7.18e-03	5.25e-03	7.55e-03
6327	chr9	25916953	25916954	.	False	4.78e-04	2.99e-02	2.84e-03	1.35e-04	5.18e-03	1.46e-01	8.14e-01	1.46e-04	6.97e-04	1.74e-04	1.76e-04	1.85e-03	4.43e-04	6.79e-04
6328	chr9	10664719	10664720	.	False	6.80e-04	1.62e-02	9.49e-04	2.30e-04	3.81e-03	1.04e-01	8.73e-01	2.88e-04	1.36e-03	2.68e-04	3.99e-04	1.99e-03	1.94e-04	2.78e-04
6329	chr9	108217348	108217349	.	False	5.37e-03	7.74e-02	2.83e-02	1.71e-03	4.70e-02	2.50e-01	4.99e-01	3.05e-04	2.27e-03	3.06e-03	1.24e-03	5.32e-03	1.16e-02	1.22e-02
6330	chr1	208050885	208050886	.	False	1.32e-01	1.13e-01	1.13e-01	4.94e-03	7.67e-02	1.29e-01	3.15e-01	4.52e-04	1.76e-03	5.53e-03	5.59e-03	6.99e-03	3.82e-02	8.88e-02
6331	chr9	118549973	118549974	.	False	1.62e-03	3.98e-02	1.04e-02	2.98e-04	1.10e-02	1.79e-01	7.23e-01	1.64e-04	1.21e-03	5.84e-04	6.32e-04	4.87e-03	9.23e-04	2.47e-03
6332	chr9	473268	473269	.	False	3.34e-03	2.63e-02	2.34e-02	6.40e-04	3.81e-02	2.56e-01	5.74e-01	1.45e-04	3.52e-04	3.92e-04	5.35e-04	4.72e-03	1.94e-03	4.86e-03
6333	chr1	209803248	209803249	.	False	8.21e-03	7.58e-02	7.04e-02	3.25e-03	1.16e-01	2.15e-01	4.89e-01	5.11e-04	2.60e-03	5.47e-03	2.81e-03	1.21e-02	1.11e-02	3.51e-02
6334	chr9	69174364	69174365	.	False	9.18e-01	1.00e-04	4.41e-04	7.71e-02	7.18e-04	3.71e-04	3.60e-03	3.71e-01	6.00e-03	2.16e-01	7.20e-02	5.90e-03	8.24e-05	1.29e-04
6335	chr9	115356696	115356697	.	False	1.35e-02	8.79e-02	2.61e-02	1.86e-03	2.52e-02	1.50e-01	3.96e-01	1.23e-03	7.87e-03	1.49e-02	3.09e-03	1.17e-02	1.41e-02	1.36e-02
6336	chr9	11207248	11207249	.	False	6.90e-04	1.57e-02	2.13e-03	9.28e-05	9.63e-04	9.12e-02	8.51e-01	1.41e-04	5.36e-04	1.25e-04	1.50e-04	1.88e-03	3.24e-04	6.04e-04
6337	chr9	120621339	120621340	.	False	7.67e-04	1.91e-02	1.26e-03	5.21e-04	3.22e-03	1.96e-01	6.92e-01	1.03e-03	1.82e-03	4.96e-04	7.62e-04	1.12e-02	2.60e-04	3.45e-04
6338	chr9	69547369	69547370	.	False	2.19e-02	9.74e-02	5.64e-02	2.37e-03	2.46e-02	1.47e-01	5.08e-01	1.28e-03	5.30e-03	1.11e-02	4.05e-03	2.32e-02	1.11e-02	2.83e-02
6339	chr9	103674092	103674093	.	False	2.78e-04	2.77e-02	1.95e-03	9.84e-05	4.01e-03	1.46e-01	8.47e-01	8.92e-05	5.61e-04	6.67e-05	9.00e-05	1.56e-03	3.54e-04	6.70e-04
6340	chr9	133709094	133709095	.	False	2.68e-02	3.23e-02	2.00e-01	5.00e-02	2.54e-01	5.89e-02	2.14e-01	6.59e-04	2.89e-03	1.77e-02	1.99e-02	6.40e-03	2.07e-02	7.13e-02
6341	chr9	37000969	37000970	.	False	2.13e-02	9.01e-02	3.83e-02	4.20e-03	4.66e-02	9.27e-02	3.81e-01	1.41e-03	1.82e-02	1.27e-01	1.36e-02	3.68e-02	2.05e-02	3.16e-02
6342	chr9	68812806	68812807	.	False	8.06e-03	6.97e-02	2.58e-02	3.50e-04	9.97e-03	1.41e-01	6.83e-01	2.96e-04	1.34e-03	1.18e-03	5.81e-04	6.94e-03	5.76e-03	1.19e-02
6343	chr1	215069812	215069813	.	False	7.11e-03	1.49e-01	1.94e-02	6.18e-04	1.45e-02	1.60e-01	5.35e-01	2.39e-04	3.40e-03	2.14e-03	9.15e-04	5.66e-03	1.06e-02	1.72e-02
6344	chr9	18767670	18767671	.	False	2.52e-03	7.84e-02	9.46e-03	3.34e-04	5.91e-03	1.12e-01	7.06e-01	2.67e-04	3.22e-03	1.34e-03	6.54e-04	4.59e-03	3.57e-03	4.49e-03
6345	chr17	12076936	12076937	.	False	1.81e-02	1.13e-01	2.29e-02	6.08e-04	8.98e-03	1.09e-01	6.05e-01	5.82e-04	3.09e-03	2.60e-03	1.80e-03	7.84e-03	5.54e-03	1.30e-02
6346	chr9	77425690	77425691	.	False	3.09e-02	1.20e-01	6.78e-02	6.98e-03	6.79e-02	7.65e-02	1.50e-01	9.43e-04	8.34e-03	4.76e-02	1.31e-02	8.56e-03	6.95e-02	9.25e-02
6347	chr9	11146369	11146370	.	False	7.12e-04	3.43e-02	2.86e-03	8.38e-05	2.78e-03	1.38e-01	7.99e-01	2.38e-04	5.25e-04	1.20e-04	1.47e-04	3.90e-03	3.65e-04	7.10e-04
6348	chr1	180131254	180131255	.	False	1.58e-02	9.25e-02	5.14e-02	2.08e-03	7.71e-02	2.51e-01	3.98e-01	2.68e-04	1.74e-03	4.97e-03	1.43e-03	4.70e-03	2.60e-02	3.39e-02
6349	chr1	181486400	181486401	.	False	4.10e-01	2.18e-02	8.38e-02	1.09e-01	7.08e-02	4.36e-02	6.01e-02	1.21e-02	1.81e-02	3.41e-01	1.80e-01	4.72e-02	4.00e-02	6.67e-02
6350	chr9	17771060	17771061	.	False	3.36e-02	7.42e-02	1.38e-01	3.61e-03	6.94e-02	1.43e-01	4.59e-01	4.18e-04	1.57e-03	3.29e-03	3.05e-03	1.28e-02	1.78e-02	5.52e-02
6351	chr9	13608731	13608732	.	False	3.51e-02	8.07e-02	1.45e-02	1.31e-02	6.49e-02	1.73e-01	2.97e-01	8.21e-03	3.49e-02	5.35e-02	1.30e-02	2.27e-02	1.19e-02	1.12e-02
6352	chr9	133183449	133183450	.	False	1.35e-02	2.88e-02	1.18e-02	5.23e-04	8.03e-03	1.68e-01	6.08e-01	6.23e-04	1.57e-03	3.99e-03	2.24e-03	7.35e-03	4.36e-03	5.59e-03
6353	chr9	25891559	25891560	.	False	2.93e-01	1.04e-01	5.55e-02	3.20e-03	1.63e-02	7.54e-02	2.93e-01	8.16e-03	2.33e-02	2.26e-01	3.17e-02	2.82e-02	8.33e-02	7.81e-02
6354	chr1	204215968	204215969	.	False	5.33e-04	2.48e-02	3.96e-03	1.96e-04	8.73e-03	2.08e-01	7.29e-01	2.74e-04	7.21e-04	2.27e-04	2.66e-04	3.91e-03	4.68e-04	7.22e-04
6355	chr9	131730301	131730302	.	False	1.68e-03	6.67e-02	7.42e-03	3.15e-04	1.29e-02	2.21e-01	6.23e-01	1.65e-04	1.73e-03	8.75e-04	9.18e-04	8.19e-03	1.74e-03	3.18e-03
6356	chr9	117967434	117967435	.	False	3.09e-03	5.27e-02	1.42e-02	3.70e-04	1.89e-02	2.37e-01	6.29e-01	1.75e-04	5.97e-04	6.52e-04	4.69e-04	7.86e-03	2.69e-03	4.66e-03
6357	chr9	1204404	1204405	.	False	2.36e-02	5.93e-02	2.96e-02	9.15e-04	1.22e-02	1.35e-01	6.60e-01	1.87e-04	8.13e-04	1.55e-03	6.32e-04	3.66e-03	5.79e-03	2.24e-02
6358	chr1	214419512	214419513	.	False	3.37e-02	1.22e-01	3.53e-02	3.81e-03	3.56e-02	1.02e-01	3.90e-01	3.68e-03	2.33e-02	5.11e-02	8.41e-03	2.57e-02	2.30e-02	3.90e-02
6359	chr9	19281114	19281115	.	False	7.37e-03	1.29e-01	2.00e-02	7.70e-04	9.40e-03	8.05e-02	5.94e-01	4.41e-04	9.05e-03	6.94e-03	3.26e-03	1.80e-02	6.85e-03	1.38e-02
6360	chr9	109177050	109177051	.	False	8.11e-03	1.38e-01	4.29e-02	1.85e-03	3.18e-02	1.18e-01	5.03e-01	1.04e-03	1.10e-02	1.70e-02	5.62e-03	2.78e-02	1.29e-02	2.73e-02
6361	chr9	37830563	37830564	.	False	1.36e-03	4.52e-02	4.85e-03	2.24e-04	5.12e-03	1.34e-01	7.94e-01	2.25e-04	1.23e-03	3.70e-04	3.76e-04	3.60e-03	8.20e-04	1.67e-03
6362	chr9	123691353	123691354	.	False	6.48e-02	1.06e-01	4.91e-02	4.06e-03	4.65e-02	1.36e-01	2.83e-01	9.40e-04	5.63e-03	2.38e-02	4.59e-03	8.60e-03	4.26e-02	4.92e-02
6363	chr9	80650973	80650974	.	False	1.01e-01	1.17e-01	4.76e-02	7.97e-04	5.58e-03	7.39e-02	3.61e-01	4.34e-04	5.05e-03	1.07e-02	2.15e-03	5.75e-03	7.61e-02	6.84e-02
6364	chr1	182132559	182132560	.	False	6.08e-02	8.44e-02	4.95e-02	1.14e-03	1.34e-02	1.32e-01	5.56e-01	1.12e-03	4.12e-03	9.21e-03	3.78e-03	1.19e-02	1.34e-02	3.53e-02
6365	chr9	115398165	115398166	.	False	3.47e-02	8.42e-02	5.31e-02	4.46e-03	7.03e-02	2.10e-01	3.25e-01	2.66e-04	2.12e-03	5.25e-03	2.64e-03	5.27e-03	3.09e-02	4.15e-02
6366	chr9	112000327	112000328	.	False	1.67e-03	3.39e-02	8.20e-03	3.26e-04	5.97e-03	1.33e-01	7.44e-01	1.50e-04	1.26e-03	9.15e-04	5.20e-04	6.34e-03	9.61e-04	2.75e-03
6367	chr9	14415533	14415534	.	False	4.19e-03	3.51e-02	2.05e-02	5.76e-04	3.64e-02	2.57e-01	6.30e-01	1.88e-04	6.29e-04	6.80e-04	6.59e-04	6.61e-03	2.64e-03	7.56e-03
6368	chr9	75472626	75472627	.	False	2.12e-03	5.19e-02	1.52e-02	3.53e-04	2.35e-02	1.81e-01	6.39e-01	1.97e-04	1.23e-03	8.15e-04	7.90e-04	5.41e-03	2.14e-03	4.95e-03
6369	chr9	99410150	99410151	.	False	1.68e-03	1.60e-02	1.86e-02	6.17e-04	5.59e-02	2.79e-01	5.45e-01	1.72e-04	3.26e-04	3.45e-04	6.23e-04	7.68e-03	5.97e-04	2.23e-03
6370	chr9	4070450	4070451	.	False	2.94e-02	5.72e-02	5.08e-02	2.66e-03	3.75e-02	2.23e-01	5.68e-01	5.66e-04	1.89e-03	4.84e-03	4.02e-03	4.98e-03	5.34e-03	1.98e-02
6371	chr1	185526012	185526013	.	False	1.86e-03	7.88e-02	5.24e-03	3.78e-04	4.34e-03	1.05e-01	7.38e-01	2.93e-04	4.05e-03	1.22e-03	7.73e-04	4.69e-03	1.74e-03	4.75e-03
6372	chr9	10864268	10864269	.	False	1.92e-03	5.85e-02	3.10e-03	1.68e-04	2.10e-03	9.05e-02	7.53e-01	5.75e-04	2.29e-03	4.07e-04	4.52e-04	3.70e-03	7.57e-04	1.38e-03
6373	chr1	208482642	208482643	.	False	3.97e-02	4.42e-02	3.48e-02	2.20e-03	2.11e-02	2.04e-01	5.65e-01	8.23e-04	1.30e-03	3.63e-03	2.08e-03	7.90e-03	5.03e-03	2.02e-02
6374	chr1	186109012	186109013	.	False	1.19e-02	1.10e-01	2.83e-02	8.18e-04	1.23e-02	1.33e-01	6.27e-01	3.37e-04	4.56e-03	3.82e-03	1.48e-03	6.89e-03	9.25e-03	1.71e-02
6375	chr9	24661782	24661783	.	False	1.03e-03	2.05e-02	2.93e-03	1.42e-04	3.18e-03	1.29e-01	7.97e-01	2.56e-04	1.08e-03	3.90e-04	3.41e-04	3.83e-03	3.84e-04	8.19e-04
6376	chr9	104032526	104032527	.	False	8.26e-02	1.18e-01	6.11e-02	1.31e-03	1.24e-02	1.07e-01	4.77e-01	1.13e-03	4.94e-03	7.74e-03	3.51e-03	8.53e-03	2.72e-02	4.28e-02
6377	chr9	38127297	38127298	.	False	7.09e-03	8.14e-02	4.28e-02	1.17e-02	3.34e-01	2.53e-01	2.81e-01	3.11e-04	1.53e-03	2.65e-03	3.40e-03	3.85e-03	1.06e-02	1.68e-02
6378	chr1	205962578	205962579	.	False	1.03e-01	1.07e-01	7.10e-02	2.60e-02	1.00e-01	5.68e-02	9.78e-02	9.90e-04	1.05e-02	1.04e-01	1.21e-02	8.84e-03	1.48e-01	1.28e-01
6379	chr1	211572380	211572381	.	False	1.76e-03	1.28e-01	3.46e-03	3.18e-04	2.56e-03	3.17e-02	6.40e-01	9.72e-04	4.11e-02	9.22e-03	2.03e-03	3.14e-02	1.35e-03	4.53e-03
6380	chr9	111901158	111901159	.	False	4.85e-03	1.45e-01	3.70e-02	9.50e-04	2.68e-02	1.17e-01	5.31e-01	4.98e-04	8.20e-03	6.72e-03	2.84e-03	2.02e-02	6.34e-03	1.69e-02
6381	chr9	113853738	113853739	.	False	6.70e-03	8.97e-02	1.77e-02	3.09e-03	4.81e-02	2.34e-01	5.03e-01	4.35e-04	2.44e-03	1.90e-03	2.18e-03	4.93e-03	7.07e-03	1.26e-02
6382	chr1	172825503	172825504	.	False	5.26e-04	3.76e-02	1.54e-03	1.22e-04	3.16e-03	1.31e-01	8.03e-01	2.37e-04	1.17e-03	1.32e-04	1.61e-04	2.28e-03	4.61e-04	6.36e-04
